문제	카테고리
12615	00000001001000000000000000000000000000000000000000000011
12621	00010000100000010000000000000000000000000000000000000014
12622	01010000100000010000000000000000000000000000000000000016
12629	00000010000000000000000000000000000000000000000000000008
12630	00001010000000000000000000000000000000000000000000000016
12637	10000110000000000000000000000000000000000000000000000007
12638	10000110000000000000000000000000000000000000000000000007
12639	10000000001000000000000000000000000000000000000000000007
12640	10000000001000000000000000000000000000000000000000000007
12641	00100001000000000000000000000000000000000000000000000007
12642	00100000010000000000000000000000000000000000000000000015
12643	00000100000010000000000000000000000000000000000000000013
12644	00000100000010000000000000000000000000000000000000000013
12645	00000011000000000000000000000000000000000000000000000005
12646	11000100000000000001000000000000000000000000000000000011
12649	00000001000000000000000000000000000000000000000000000005
12650	10000000000000000000000000000000000000000000000000000012
12653	10000000000000000001000000000000000000001000000000000010
12654	10000000000000000001000000000000000000001000000000000015
12655	10000101000000000001000000000000000000000000000000000007
12656	10000101000000000001000000000000000000000000000000000011
12657	00011000100000010010000000100000000000000000000000000009
12658	00011000100000010010000000100000000000000000000000000009
12659	00100100000000000000000000000000000000000000000000000007
12660	00100100000000000000000000000000000000000000000000000010
12661	00000001000000000000000000000000000000000000000000000011
12663	00010000100000000000000000000000000000000000000000000013
12665	00000001000000000000000000000000000000000000000000000017
12679	00001001000010000000000000001000000000000000000000000011
12680	00101010000010000000000000001000100000000000000000000015
12681	10000000000000000000000100000000000000000000000000000009
12682	10000000000000000000000000010000000001000000000000000016
12683	10000000000000000000000000000000000000001000000000000008
12684	10000000000000000000000000000000000000001000000000000013
12687	00000001000000000000000000000000000000000000000000000011
12688	00000000001000000000100000000000000000000000000000000014
12691	10000001000000000000000000000000000000001000000000000008
12693	00010001100010000000000000000000000000000000000000000016
12697	00010000100000010000000000000000000000000000000000000011
12698	00010000100000010000000100000000000000000000000000000016
12701	00100000000000000000000000000000000000000000000000000012
12703	01000001000010000000000000000000000000000000000000000010
12704	00100000000010000000000000000000100000000000000000000015
12705	00000001001000000000000000000000000000000000000000000009
12706	10000000001100000000001000000000000000000000000000000011
12709	01000101000000000000000000000000000000000000000000000006
12710	00100000000000000000000100000000000000000000000000000017
12711	00000010010000000000000000000000000000000000000000000009
12712	00000010010000000000000000000000000000000000000000000009
12713	10100001000000000000000000000000000000000000000000000008
12714	10100000000000000000000000000000000000000000000000000015
12715	00100000000000000000000000000000000000000000000000000008
12716	00101000000001000000000000000000000000000000100000000016
12717	00000001000000000000000000000000000000000000000000000008
12718	10000000000100000000000000000000000000000000000000000010
12719	10000001000100000000000000000000001000010000000000000010
12720	10001000000100000000000000100000001000010000000000000016
12721	01000000000000000100000000000000000000000000000000000008
12722	01001000000001000100000000000000000000000000000000000017
12723	10000011010000000000000000000000000000000000000000000006
12724	00000010010000000000000000000000000000000000000000000007
12725	00000001000000000000000000000000000000000000000000000007
12726	00000010000000000000000000000000000000000000000000000010
12727	10000000000000000000000000000000000000000000000000000013
12729	01000100000000000000000100000000000000000000000000000007
12730	01000110000000000000000000000000000000000000000000000008
12731	01001000000000000100000000000010000000000000000000000011
12732	01001000000000000100000000000010000000000000000000000011
12738	00000000000000100000000000000000000000000000000000100014
12739	01000000000000000100000000000000000000000000000000000008
12741	00001000000001000000000000000000000000000000000000000017
12742	10000000000000000000000000000000000000000000000000000016
12744	00011000100000010000000000001000000000000000000000000013
12745	00000000000010000000010000000000000000000000000000000017
12747	00001001000000000000000001000100000000000000000000000015
12749	00010001100010010000000000000000000000000000000000000016
12755	11000001000000000000000000000000000000000000000000000006
12756	11000000000000001000000000000000000000000000000000000003
12757	00001000000000100000000000001000000000000000000000000013
12758	10100000000100000000000000000000000000000000000000000016
12759	01000000000000000100000000000000000000000000000000000004
12760	01000000010000000000000000000000000000000000000000000006
12761	00010000100000010000000000000000000000000000000000000010
12762	00100000000000000000000000000000000000000000000000000013
12763	00010000100000000010000010000000000000000000000000000014
12764	01001000000000000100000000000010000000000000000000000013
12767	00001000000010000000000000001000000000000000000000000015
12776	00000010000000000000000000000000000000000000000000000017
12778	01000000000000000000000000000000000000000000000000000005
12779	10000000000100000000000000000000000000000001000000000007
12780	00000100000000000000000000000000000000000000000000000004
12781	00000000001000000000000000000000000000000000000000000012
12782	10000010000000000000000000000000000000000000000000000007
12783	10100000000100000000000000000000000000000000000000000014
12784	00110000100010000010000000000000100000000000000000000013
12785	00100000000000000000000000000000000000000000000000000013
12786	00100000000000000000000000000000000000000000000000000012
12787	01000100000000000000000000000000000000000000000000000006
12788	00000000010000000000000000000000000000000000000000000007
12789	00001000000000000000000000000001000000000000000000000007
12790	11000000000000001000000000000000000000000000000000000003
12791	01000000000000000000000000000000000000000000000000000005
12792	10000000000100000000000000000000000000000000000000000010
12793	01010000100000000000000000000000000000000000000000000014
12796	10000000000000000000101000000000000000000000000000000011
12803	01000000000000000100000000000000000000000000000000000006
12813	00000100000000000000000000000000000000000000000000000004
12825	00000000000000000000100000000000000000000000000000000015
12833	10000000000000000000000100000000000000000000000000000004
12834	00010000000000000000000010000000000000000000000000000012
12835	00000000000000000000100000000000000000000000000000000014
12836	01000000000000000000000000000000000000000000000000000004
12837	00001000000001000000000000000000000000000000000000000015
12839	00100000000000000000000100000000000000000000000000000016
12840	11000000000000001000000000000000000000000000000000000003
12841	00000001000000000000010000000000000000000000000000000008
12842	01000000000000000000000000000000000000000000000000000009
12845	00000010000000000000000000000000000000000000000000000008
12846	00001000000001000000000000010001000000000000000000000016
12847	00000000000000000000010000000000000000000000000010000008
12849	00110000000000000000000000000000000000000000000000000010
12850	10010000000000000000000000000000000010000000000000000015
12851	00010000100000010000000000000000000000000000000000000011
12852	00110000100000000000000000000000000000000000000000000010
12853	00000000000000100000000000000000000000100000000000000015
12854	00000010000000000000000000000000000000000000000000000013
12859	10101000000100000000000000001000000000000000000000000015
12861	00100000000000000000000000000000000000000000000000000016
12864	00100000000000000000000000000000000000000000000000000014
12865	00100000000000000000000000000000000000000100000000000011
12866	10000000000000001001000000000000000000000000000000000004
12867	01000100000000000000000000000000000000000000000000000010
12869	00100000000000000000000000000000000000000000000000000012
12871	11000100000000000000000000000000000000000000000000000006
12872	00100000000000000000000000000000000000000000000000000015
12873	11001000000000000100000000000000000000000000000000010004
12874	00100000000000000000000000000000000000000000000000000017
12875	00010000000000000000000000000000000000000000000100000012
12877	00001000000000000000000000100000000000000000000000000017
12878	10100000000000000000000000000000000010000000000000000013
12880	00010000000000100000000000000000010000000000000000000017
12885	00000000000000000000000000000000000100000000000000000017
12886	00010000100000010000000000000000000000000000000000000012
12887	00100000000000000000000000000000000100000000000000000012
12888	10110000000010000000000000000000000000000000000000000012
12889	00000100000000000000000001000000000000000000000000000013
12891	00000000000000000000000000000000000000000000000010000009
12892	00000000010000000000000000000000010000000000000000000012
12893	00011000100000000000000000100000000000000000000000000012
12896	00010000100010000000000000000000000000000000000000000013
12897	10000000000000000001000000000000000000000000000000000008
12899	00001000000001000000000000000000000000000000000000000017
12900	00100000000010000000000000000000100000000000000000000015
12902	10000000000100000000000000000000000000000000000000000013
12904	01000110000000000000000000000000000000000000000000000011
12906	00011000100000010000000000001100000000000000000000000014
12907	10000000000000000001000000000000000000000000000000000011
12908	00010001000000000000000001000000000000000000000000000012
12909	00100000000000000000000000000000000000000000000000000015
12910	10000000000000000001000000000000000000000000000000000007
12911	10100000000100000000010000000000000000000000000000000014
12912	00010000100010000000000000000000000000000000000000000014
12913	00010000000000000000000010000000000000000000000000000014
12914	00001000010000000000000000000100000000000000000000000014
12915	00000010000000100000000000000000000000000000000000000010
12916	10010000000000000000000000000000000010000000000000000015
12919	01000101000000000000000000000000000001000000000000000011
12920	10100000000000000000000000000000000000000100000000000017
12924	10000001000000000000000000000000000000000000000000000011
12927	00000010000000000000000000000000000000000000000000000007
12928	00100000000010000000000000000000000000000000000000000017
12930	00110000000000000000000010000000000000000000000000000016
12931	00000010000000000000000000000000000000000000000000000012
12932	00100000000000000000000000000000000000000000000000000016
12933	01000100000000000000000000000000000000000000000000000007
12934	10000010000000000000000000000000000000000000000000000011
12935	00000000000000000000001000000000000000000000000000000017
12938	10000000000100000001000000000000001000000000000000000014
12944	10000000000100000000000100000000000000000001000000000015
12945	00000010000000100000000000000000000000000000000000000014
12946	10010000100000010010000000000000000000000000000000000013
12950	00110000100000000000000000000000000000000000000000000016
12966	00000010000000000000000000000000000000000000000000000013
12967	10000000000000000000010000000000000000000000000000000016
12968	10000000000000000000100000000000000000000000000000000009
12969	00100000000000000000000000000000000000000000000000000015
12970	10000010000000000000001000000000000000000000000000000012
12971	10000001000100000000000000000000000000000000000000000007
12972	10000000000100000000000000000000000000000000000000000015
12973	10100000000100000000000000000000011000000000000000000017
12975	00100000000000000000000000000000000000000100000000000015
12978	00100000000010000000000000000000100000000000000000000013
12979	10000001000100000000000000000000000000000000000000000010
12981	10000010000000000000000000000000000000000000000000000006
12982	00000011010000000000010000000000000000000000000000000015
12983	00111000100000000000000000000010010000000000000000000015
12987	10000000000000000000000000000000000010000000000000000014
12991	00000000000000100000000000000000000000000000000000000013
12993	10000001000100000000000000000000000000000000000000000009
12994	10000000000100000000000000000000000000000000000000000011
12996	00100000000000000000000000000000000000000000000000000013
13002	00100000000000000000000000000000000000000000000000000013
13003	10100000000100000000000000000000000000000000000000000014
13007	10000000000100000001000000000000000000000000000000000016
13008	00010000000000000000000010000000000000000000000000000015
13010	10000000000100100000000000000000000000000000000000000015
13012	00000100000000000000000000000000000000000000000000000017
13013	00000100000000000000000000000000000000000000000000000013
13015	01000000000000000000000000000000000000000000000000000006
13016	00010000100010000010000000000000000000000000000000000016
13018	10000000000000000000101000000000000000000000000000000013
13019	00000010000000000000000000000000000000000000000000000010
13021	10000000000000000001000000000000000000000000000000000012
13022	01000100000000000000000000000000000000000000000000000009
13023	00010000100000000010000000000000000000000000000000000011
13024	00100000000010000000000000000000100000000000000000000017
13025	10000000000000000000101000000000000000000000000000000017
13027	00100010010000000000000000000000000000000000000000000015
13029	00100000000000000000000000000000000000000000000000000015
13040	11000000000000001000000000000000000000000000000000000005
13046	00000100000000000000000000000000000000000000000000000008
13047	00000010010000000000000000000000000000000000000000000006
13056	00100000000000000000000000000000000000000000000000000013
13059	00000000000010000000000000000000000000000000000000000017
13063	11000000000000000000000000000000000000000000000000000003
13064	01000100000000000000000000000000000000000000000000000004
13065	00010000100000010000000000000000000000000000000000000016
13073	10000000000000001000000000000000000000000000000000000003
13074	10100000000000000001000000000000000000000000000000000010
13075	10000000000000000000000000000000000010000000000000000014
13076	10000000000100000000010000000000000000000000000000000014
13077	10000000000010000000000000000000000000000000000000000010
13079	00100000000000000000000000000000000000000100000000000011
13080	00000000001000100000000000000000000000000000000000000017
13082	01000100000000000000000000000000010000000000000000000009
13083	00000001000000000000000001000000000000000000000000000012
13085	00000000000000000000100000000000000000000000000000000012
13086	01000000000000000000000000000000000000000000000000000015
13093	11000100000000000000000000000000000000000000000000000009
13094	01000001000000000100000000000000000000000000000000000009
13099	10100000000000000001000000000000000000000000000000000017
13100	00000100000000000000000000000000000000000000000000000014
13103	00000001000000000000000100000000000000000000000000000013
13116	10000000000010000000000000000000000000000000000000000007
13118	01000000000000000000000000000000000000000000000000000003
13119	01000000000000000000000000000000000000000000000000000006
13124	00010000000000000000000000000000000000000000000000000017
13129	11000000000000001000000000000000000000000000000000000003
13132	10000001000000000000000000000000000000001000000000000012
13133	01000000000000000000000000000000000000000000000000000006
13135	10000000000000000000000000000000000000000000100000000016
13136	10000000000000001000000000000000000000000000000000000002
13140	10000001000000000000000000000000000000000000000000000011
13141	00010001000000000000000000000000000000000000000100000016
13143	10010010000000000001000000000000000000000000000000000016
13144	00000000000000000000000000000000010000000000000000000013
13146	00001010000001000000000000000001000000000000000000000016
13147	00010000100000000000000000000000000000000000000000000014
13150	10000000000000000000000000000000000000000000000000000011
13151	00010000000000000000000000000000000000000010000000000014
13153	10000000000000001000000000000000000000000000000000000004
13154	00000000001000000000000000000000000000000000000000000013
13155	10000000000000000001000000000000000000000000000000000004
13156	00100000000000000000000000000000000000000100000000000011
13157	00010000000000000000000010000000000000000000000000000014
13158	00100000000000000000000000000000000000000000000000000015
13160	00001000010000000000000000000010000000000000000000000015
13163	01000100000000000000000000000000000000000000000000000004
13164	00000010010000000000000000000000000000000000000000000011
13168	01011000000000000000000000001000000000000000000100000013
13170	10000010000000001000000000000000000000000000000000000006
13171	10000000000000000000000000000000000010000000000000000007
13172	10000000000100000000000000000000000010000000000000000012
13173	10100000000100000000000000000000000010000000000000000015
13183	10000000000000000001000000000000000000001000000000000007
13199	10000000000000000000000000000000000000000000000000000013
13201	10100000000000000000000000000000000000001000000000000017
13202	10000000001000000000000000000000000000000000000000000014
13204	10000001000000100000000000000000000000000000000000000010
13206	10000000000100000000000000000000001000010000000000000013
13211	00001100000000000000000000001000000000000000000000000006
13212	10000000000100000000000000000000001000010000000000000008
13213	00010000100000010000000000000000000000000000000000000011
13216	01000100000000000100000000000000000000000000000000000005
13217	00000010010000000000000000000000000000000000000000000009
13221	11000000001000001000000000000000000000000000000000000003
13222	10000000001000000000000000000000000000000000000000000003
13223	11000000000000001000000000000000000000000000000000000004
13224	01000100000000000100000000000000000000000000000000000004
13225	11000001000000001000000000000000000000000000000000000003
13226	10000000000100000000000000000000000000000000000000000007
13227	01000000000000000000000000000000000000000000000000000005
13228	10000000000000001000000000000000000000000000000000000003
13229	00000000000000000000010000000000000000000000000000000006
13230	01000010000000000000000000000000000000000000000000000012
13231	10100000000000000001000000000000000000000000000000000013
13232	00010000000000000000000000000000000000000000000000000016
13234	01000100000000000000000000000000000000000000000000000004
13235	01000100000000000000000000000000000000000000000000000004
13236	11000000000000001000000000000000000000000000000000000003
13237	01010000100010000010000000000000000000000000000000000008
13238	00000010000000000000000000000000000000000000000000000006
13239	10100000000000000001000000000000000000000000000000000010
13240	01000000000000000000000000000000000000000000000000000003
13241	10000000000100000000000000000000000000000001000000000007
13242	00001010000000000000000000001100000000000000000000000008
13243	01000000000000000000000000000000000000000000000000000007
13244	00011000100010000000000000100000000000000000000000000012
13245	10000000000000000001000000000000000000000000000000000014
13246	10000000000000000000000000000000000010000000000000000014
13247	10000000000000000001000100000000000000000000000000000014
13249	10000001000000000000100000000000000000001000000000000011
13250	10100000000000000000000000000000000000001000000000000012
13251	10000000000000000001000000000000000000001000000000000008
13252	00100000000000000000000000000000000000000000000000000013
13253	10000000000000000000000000000000000000000000000000000014
13254	10010000100010000010000000000000000000001000000000000016
13255	10100000000000000000000000000000000000001000000000000013
13256	10000000000000000000100000000000000000001000000000000016
13257	10100000000000000001000000000000000000001000000000000012
13258	00100000000000000000000000000000000000000000000000000013
13260	00100000000000000000000000000000000000000000000000000016
13264	00000100000000000000000000000000000000000000000000000017
13265	00010000100000010010000000000000000000000000000000000011
13268	01000000000000000100000000000000000000000000000000000007
13269	01000010000000000000000000000000000000000000000000000012
13270	10100000000000000000000000000000000000000000000000000009
13273	11000100000000000000000000000000000000000000000000000012
13274	01000000010000000000000000000000000000000000000000000011
13275	00000100000000000000000000000000000000000000000000000016
13276	00000100000000000000000000000000000000000000010000000017
13280	00000001010000000000000000000000000000000000000000000005
13281	01000000010000000100000000000000000000000000000000000008
13282	10000000000100000000000000000000001000010000000000000014
13283	00100000000000000000000000000000000000000000000000000016
13288	01000100000000000000000000000000000000000000000000000004
13290	00010000000000000000000010000000000000000000000000000013
13291	10100000000000000000000000000000000000000000000000000017
13294	10000000000100000000000000000000000000000000000000000014
13295	00100000000000000000000000000000000000000100000000000012
13297	00000100000000000000000000000000000000000000000000000003
13298	10000001000000000000000000000000000000000000000000000004
13300	11000000000000000000000000000000000000000000000000000004
13301	10100000000000000000000000000000000000000000000000000006
13302	00100000000000000000000000000000000000000000000000000011
13304	01000000000000000000000000000000000000000000000000000004
13305	00000010000000000000000000000000000000000000000000000007
13306	00001000000000000000000000100000000000000000000000000017
13308	00110000000000000000000010000000000000000000000000000016
13311	10000000000100000000000000000000000000000000000000000003
13312	00000000000000000000001000000000000000000000000000000012
13313	00010000000000000000001000000000000000000000000000000015
13314	00010000000000000000001000000000000000000000000100000013
13315	00000000000000000000001000000000000000000000000000000016
13316	00000000010000000000001000000000000000000000000000000014
13317	00010000000000000000001000000000000000000000000000000013
13319	10000000000100000000001000000000000000000000000000000015
13322	01000000000000000000100000000000000000000000000000000005
13325	00100000000010000000000000000000000000000000000000000012
13328	10000000000000000000000000000000000010000000000000000016
13330	00100000000000000000000000000000000000000000000000000017
13333	00000000010000000000000000000000000000000000000000000005
13334	00001000010000000000000000000010000000000000000000000014
13335	01001000000000000100000000000000000000000000000000010010
13343	10000000000100000000000000000000000100000001000000000014
13344	00011000000000000000000000100000000000000000001000000016
13345	10000000001000000000000000000000000000000000000000000008
13346	00100000000000000000000000000000000000000000000000000011
13347	10100000000000000000000000000000000000001000000000000015
13348	01000000000000000000000000000000000000000000000000000009
13349	00010000000000000000000010000000000000000000000000000012
13350	00100000000000000000000000000000000000000100000000000012
13351	00010000100000010010000000000000000000000000000000000012
13352	01000000001000000000000000000000000000000000000000000017
13356	00000001000000000000000000000000000000000000000000100014
13357	00000010000000000000000000000000000000000000000000000009
13359	10000000000000000001000000000000000000000000000000000016
13360	01000000000000000100000000000000000000000000000000000008
13363	10000000000000001000000000000000000000000000000000000003
13366	11000100000100000000000000000000000000000000000000000004
13371	11000000000000000000000000000000000000000000000000000006
13372	00001000000001000000000000000000000000000000000000000016
13377	10000000000000000001000000000000000000000000000000000012
13379	00010000100010010010000000000000000000000000000000000010
13380	10010000000000000000000000000000000010000000000000000015
13382	00100000000000000000000000000000000000000000000000000008
13386	00000000000010000000000000000000000000000000000000000014
13392	00100000000000000000000000000000000000000000000000000014
13397	00000000000000100000000000000000000000100000000000000012
13398	00100000000000000000000000000000000000000000000000000011
13399	01000000010000000000000000000000000000000000000000000007
13400	01000001000000000000000000000000000000000000000000000009
13401	00000000010000000000000000000000000000000000000000000013
13402	00000000000000000000000000000000000000000000010000000014
13410	10000001000000000000000000000000000000000000000000000004
13411	00000000011000000000000000000000000000000000000000000007
13412	10000000000100000000000000000000000000000001000000000009
13413	00000110000000000000000000000000000000000000000000000007
13414	01001000000000000000000000001000000000000000000000000008
13415	00001000000000000000100000000001000000000000000001000014
13416	11000000000000001000000000000000000000000000000000000003
13417	00001110000000000000000000000000000000000000000001000008
13418	00010000000000000000000000000000000000000010000000000013
13419	01000100000000000100000000000000000000000000000000000004
13420	11000100000000001000000000000000000000000000000000000004
13421	01000001000000000000000000000000000000000000000000000014
13422	00000000000000000000000000000000010000000000000000000012
13423	00001001000000100000000000000000000000000000000000000009
13424	00010000000000000000000010000000000000000000000100000012
13430	10000000000100000001000000000000000010000000000000000016
13433	00100001001000000000000000000000000000000000000000000015
13439	10000000000100000000000000000000000000000000000000000017
13450	11000001000000000000100000000000000000000000000000000005
13456	01000000000000000000000000000000000000000000000000000004
13458	10000000000000001000000000000000000000000000000000000004
13459	01010000100000010100000000000000000000000000000000000014
13460	01010000100000010100000000000000000000000000000000000015
13462	01000100000000000000000000000000000000000000000000000004
13463	00010000100000010000000000000000000000000000000000000011
13464	00100000000000000000000000000000000000000000000000000014
13465	00010000000000100000000010000000000000000000000000000015
13469	10000000000100000000000000000000001000000000000000000008
13472	10000011011000000000000000000000000000000000000000000007
13473	10000000001000000000001000000000000000000000000000000007
13475	00000000010000000000000000000000000000000000000000000016
13478	10000000000000000000000000000000000000000000000000000006
13481	00000000001000000000010000000000000000000000000000000017
13483	01000000000000000000000000000000000000000000000000000005
13484	10000000000000001000000000000000000000000000000000000003
13485	01010000100000010110000000000000000000000000000000000014
13486	00010000000000000000000000000000000000000000001000000016
13502	00011000100010010010000100000000000000000000000000000014
13506	00000100000000000000000000000000000000000000000000000017
13522	00010001100000010000000000000000000000000000000000000008
13528	10000000000000001000000000000000000000000000000000000003
13531	10000000000000000001100000000000000000000000000000000012
13532	10000000000000000000000000000000000000000000000000000013
13549	00011000100000010000000010000000000000000000000000001011
13552	00000000001000000000000000000000000000000000000000000004
13558	10000000000000000001010000000000000000000000000000000014
13560	10000010000000000000000000000000000000000000000000000016
13561	00000000000000100000000000000000010000100000000000000016
13565	00010000100000010010000000000000000000000000000000000009
13567	01000000000000000100000000000000000000000000000000000007
13578	01000000000000000000000000000000000000000000000000000013
13580	11000000000000000000000000000000000000000000000000000002
13583	10000001010100000000000000000000000000000000000000000009
13587	01000100000000000000000000000000000000000000000000000004
13593	11000000000000001000000000000000000000000000000000000006
13595	00010000000000000000000010000000000000000000000000000014
13597	01000000000000000000000000000000000000000000000000000002
13600	10100010000000000000000000000000000000000000000000000010
13604	01000000000000000000000000000000000000000000000000000004
13608	01000010000000000000000000000000000000000000000000000005
13610	10000001000000001000000000000000000000000000000000000003
13614	00100000000000000000000000000000000000000000000000000016
13618	10000000000100000000000000000000000010000000000000000016
13622	01000000000000000000000000000000000000000000000000000005
13623	01000000000000000000000000000000000000000000000000000003
13627	01000000000000000000000000000000000000000000000000000004
13629	10000000000000000000000000000000000000000000000000000016
13635	01000100000000000000000000000000000000000000000000000009
13638	11000010000000000000000000000000000000000000000000000005
13641	01000001010000000000000000000000000000000000000000000005
13645	01000000000000000000000000000000000000000000000000000016
13646	10000000000100000000000000000000000000000000000000000016
13650	01001000000000000000000000000001000000000000000000000006
13653	01000000000000000100000000000000000000000000000000000008
13654	00001010000000000000000000000010000000000000000000000013
13655	10000000001000000000000000000000000000000000000000000003
13658	01000100000000000000000000000000000000000000000000000004
13662	00000000001000000000000000000000000000000000000000000008
13666	00010000000000000000000000000000000000000000000000000017
13667	01000000000000000000000000000000000000000000000000000004
13670	11000000000000001000000000000000000000000000000000000004
13671	00000010000000000000000000000000000000000000000000000008
13672	01000000000000000000000000000000000000000000000000000005
13676	00001000000000000000000000000001000000000000000000000007
13677	00001010000000000000000000000001000000000000000000000012
13679	00000000010000000000000000000000010000000000000000000012
13680	01000000000000000000100000000000000000000000000000000005
13681	00001000010001000000000000010000000100000000000000000016
13682	01000001000000000000000000000000000000000000000000000004
13684	01000000000000000000000000000000000000000000000000000003
13686	10101000000000000000000000000000000000001000000000000017
13687	10000000000000000000100000000000000000000000000000000005
13690	11000000000000001000000000000000000000000000000000000004
13691	00001000000000000000000000001010000000000000000000000012
13698	01000000000000000100000000000000000000000000000000000003
13699	00100000000000000000000000000000000000000000000000000007
13700	00010000100000010000000000000000000000000000000000000010
13701	00000000000000000000000100000000000000000000000000000013
13702	00000000000000100000000000000000000000000000000000000008
13703	00100000000000000000000000000000000000000000000000000011
13706	10000000000000100000000000000000000000000000000000000006
13707	10100000000000000001000000000000000000000000000000000012
13710	00000000000000000000010100000000000000000000000000000016
13711	00000000000000000000000000000000000000000000000000100015
13712	10010000000000000000000000000000000000000000000000000017
13713	00000100000000000000000000000000000000000000000000000016
13717	11000000000000000000000000000000000000000000000000000005
13718	10000100010000000000000000000000000000000000000000000007
13719	00000000000000000000100000000000010000000000000000000014
13720	10000000000000000000101000000000000000000000000000000017
13723	10000000000100000000000000000000001000010000000000000014
13728	10000000000000000000000000000000000000000000000000000017
13731	00010000000000000000000000000000000000000000001000000014
13732	01000000000000000000000000000000010000000000000000000007
13733	00000001000000000000000000000000000000000000000000000008
13734	00110000000000000000000010000000000000000000000000001017
13737	10000000000000000000000000000000000000000000000000000010
13739	00000010010000000000000000000000000000000000000000000014
13741	00100100000000000000000000000000000000000000000000000010
13744	00010000000000000000000000000000000000000000000000000017
13746	00010000100000010000000000000000000000000000000000000010
13747	00101000000000100000000000000100000000000000000000000013
13748	00000101000000000000000000000000000000000000000000000006
13750	00000010000000000000000000000000000000000000000000000009
13751	00001001000000000000000001000100000000000000000000000011
13752	01000000000000000000000000000000000000000000000000000003
13754	00000010000000000000000000000000000000000000000000000014
13755	00000001000000000000000000000000000000000000000000000009
13766	10000000000000000000000000000000000000000000000000000012
13771	01000000010000000000000000000000000000000000000000000003
13772	01000100000000000000000000000000000000000000000000000004
13773	01000000000000000000000000000000000000000000000000000003
13774	01000101000000000000000000000000000000000000000000000004
13775	01000100000000000000000000000000000000000000000000000004
13776	01000100000000000000000000000000000000000000000000000005
13777	01000000000000100100000000000000000000000000000000000005
13778	01000000000000000000000000000000000000000000000000000008
13780	10000000001000000000000000000000000000000000000000000011
13787	01010000100000000100000000000000000000000000000000000014
13788	00100000000000000000000100000000000000000000000000000016
13797	11000000010000000000000000000000000000000000000000000007
13798	01000010000000000100000000000000000000000000000000000010
13807	01000000000000000100000000000000000000000000000000000010
13808	01001010000000000100000000000001000000000000000000000012
13809	11000000000000000000100000000000000000000000000000000012
13812	00000000000000100000000000000000000000000000000000000016
13814	10100000000100000000000000000000000000000000000000000013
13817	10000000000100000000000000000000001000010000000000000009
13841	00100000000000000000000000000000000000000000000000000016
13850	00110000000000000000000000000000000000000000001000000015
13858	01000100000000000000000000000000000000000000000000000005
13866	11000000000000001000000000000000000000000000000000000002
13868	10001000001000000001000000000100000000000000000000000016
13869	00000010011000000000000000000000000000000000000000000009
13871	01000000000000000100000000000000000000000000000000000003
13873	00000010000000000000000000000000000000000000000000000016
13875	10000000000000000000000000000000000000000000000000000014
13877	10000000000000000000000000000000000000000000000000000003
13878	11000100000000001000000000000000000000000000000000000006
13880	10001000000010000000000000000001000000000000000000000009
13884	00000010010000000000000000000000000000000000000000000010
13899	00010000100000000000000000000000000000000000000000000012
13900	10000000000000000000010000000000000000000000000000000007
13901	01000000000000000100000000000000000000000000000000000008
13902	00100000000000000000000000000000000000000000000000000012
13903	00010000100000010000000000000000000000000000000000000010
13904	00001010000000000000000000000010000000000000000000000013
13905	00011000100000100000000000100000000000000010000000000012
13907	00010000000000000000000010000000000000000000000000000017
13908	10000001000000000000000000000000000000000000000000000010
13909	10000000000100000000000000000000000000000000000000000006
13910	00100000000000000000000000000000000000000000000000000010
13911	00010000000000000000000010000000000000000000000000000014
13912	10100000000000000001000000000000000000000000000000000014
13913	00010000100000010000000000000000000000000000000000000012
13915	00001000010000000000000100001100000000000000000000000008
13930	11000000000000000000000000000000000000000000000000000006
13932	00000010010000000000000000000000000000000000000000000008
13933	00000000000000100000000000000000000000000000000000000009
13935	10000000000000000001000100000000000000000000000000000009
13936	00010000100000010000000010000000000000000000000000000014
13939	01000100000000000000000000000000000000000000000000000004
13941	00100000000000000000000100000000000000000000000000000016
13945	01000101000000000000000000000000000000000000000000000009
13947	00000000001000000000000000000000000000000000000000000017
13950	00010000000010000000100000000000000000000000000000000013
13955	10000000000000000000000000000000000000000000000000000014
13959	01000001000000000100000000000000000000000000000000000006
13960	10100000000000000001000000000000000000001000000000000017
13964	10000000000000000001000001000000000000000000000000000014
13967	00011000101000000010000000001000000000000000000000000011
13975	00001010000000000000000000000010000000000000000000000012
13976	10100000000000000000000000000000000010000000000000000016
13977	10000000000100000001000000000000000010000000000000000015
13978	00001010000000000000000000000100000000000000000000000008
13981	00000010000000000000000000000000000000000000000000000015
13984	01000000010000000000000000000000000000000000000000000009
13985	10000100000000001000000000000000000000000000000000000002
13986	01000000000000000000000000000000000000000000000000000007
13987	11000001000000001001000000000000000000001000000000000004
13989	00000100000000000000000000000000000000000000000000000014
13994	10100000000000000000010000000000000000001000000000000014
13996	01001000000000000000000000100000000000000000000000000010
14002	00100000000000000000000000000000000000000000000000000012
14003	00000000000000100000000000000000000000000000000000100016
14004	10000000000000101000000000000000000000000000000000000004
14005	01000000010000000000100000000000000000000000000000000005
14006	00000000010000000000100000000000000000000000000000000007
14007	01000000000000000000000000000000000000000000000000000005
14008	00100000000000000000000000000000000000000000000000000009
14009	00100000000000000000000000000000000000000000000000000011
14010	01000100000000000000000000000000000000000000000000000007
14011	00000010010000000000000000000000000000000000000000000009
14012	00001010010000000000000000000010000000000000000000000010
