문제	카테고리
7390	01000000000000000000010000000000000000000000000010000006
7397	11000000000100000000000000000000000000000000000000000006
7399	01000100000000000000000000000000000000000000000000000010
7403	00000000000000000000000000000000000100000000000000000016
7411	11000100000000001000000000000000000000000000000000000004
7419	00000000000000100000000000000000000000000000000000000008
7420	00000000001000000000000000000000000000000000000000000016
7421	01000100000000000000000000000000000000000000000000000011
7425	00000001000000000000000000000000000000000000000000000009
7432	00001100000010000000000000000000000001000000000000000014
7441	01000001000000000000000000000000000000000000000000000008
7450	00000010010000000000000000000000010000000000000000000011
7453	00000000010000100000000000000000010000000000000000000014
7475	10000000000000000000000000000000000000000000000000000012
7476	00100000000000000000000000000000000000000000000000000014
7481	10000000000000000000000000000000000000000000000000000005
7482	10000000001000000000000000000000000000000000000000000004
7483	00000010010000000000000000000000000000000000000000000016
7484	01000000000000000100000000000000000000000000000000000007
7489	10000000000000000000000000000000000000000000000000000004
7490	01000101000000000000000001000000000000000000000000000011
7507	01000010010000000000000000000000000000000000000000000009
7510	10000000001000000000000000000000000000000000000000000003
7511	00011000100000000000000000100000000000000000000000000011
7512	10000001000100000000000000000000001000010000000010000013
7513	01000100000000000000000000000000000000000000000000000005
7515	00100000000000000000000000000000000000000000000000000008
7516	10000000000100000000000000000000001000000000000000000015
7517	00000000000000000000000001000000000000000000000000000012
7523	10000000000000001000000000000000000000000000000000000003
7525	10000000000100000000000000000000001000000000000000000014
7532	01000100000000000100000000000000000000000000000000000008
7535	00010000100000000000000000000000000000000000000000000014
7538	10000000000000000000100000000000000000000000000000000010
7546	11000000000000000100000000000000000000000000000000000008
7549	10000000001000000000000000000000000000000000000000000011
7550	01100100000000000100000000000000000000000000000000000009
7558	10000000000100000000000000000000001000000000000000000013
7561	10000000000000000000000000000000000000000000000000000013
7562	00010000100000010000000000000000000000000000000000000010
7563	00000001000000000000010000000000000000000000000000000010
7567	01000100000000000000000000000000000000000000000000000004
7568	01000001000000000000000000000000000000000000000000000006
7569	00010000100000010000000000000000000000000000000000000011
7570	00100010000000000000000000000000000000000000000000000013
7571	10000000010000000000000000000000000000000000000000000010
7572	11000000000000001000000000000000000000000000000000000004
7573	00000001000000000000000000000000000000000000000000000012
7575	00000100000000000000000000000000000000000000000000000016
7576	00010000100000010000000000000000000000000000000000000011
7578	00001000000001000000000000000000000000000000000000000016
7579	00100000000000000000000000000000000000000100000000000013
7581	10000000000000001000000000000000000000000000000000000003
7582	01000000000000000000000000000000000000000000000000000004
7583	01000100000000000000000000000000000000000000000000000004
7584	01000000000000000100000000000000000000000000000000000004
7585	00001100000000000000000000000001000000000000000000000007
7586	01000100000000000000000000000000000000000000000000000004
7587	00000100010000000000000000000000000000000000000000000008
7595	01000000000000000000000000000000000000000000000000000003
7596	00000000010000000000000000000000000000000000000000000006
7597	01000100000000000100000000000000000000000000000000000005
7598	01000000000000000000000000000000000000000000000000000004
7599	01000100000000000000000000000000000000000000000000000004
7600	01000100000000000000000000000000000000000000000000000004
7601	01000000000000000000000000000000000000000000000000000004
7602	01000000000000000000000000000000000000000000000000000006
7604	00000000000010000000000000000000000000000000000000000013
7619	00000010000000000000000000000000000000000000000000000013
7620	00100100000000000000000000000000000000000000000000000015
7628	10000000000000000000000000000000000000000000000000000012
7629	10000000000000000001000000000000000000000000000000000015
7635	01000101000000000000000000000000000000000000000000000011
7637	01000101000000000000000000000000000000000000000000000004
7639	10000000000000000000000000000000000000000000000000000010
7640	00001010000000000000000000001000000000000000000000000007
7656	00000100000000000000000000000000000000000000000000000008
7657	00100000010000000000000000000000000000000000000000000017
7659	01010000100000010000000000000000000000000000000000000017
7662	00001000000000000000000000000110000000000000000000000011
7668	10000100000100000000000000000000000000000000000000000009
7669	01010000100000010010000000000000000000000000000000000010
7676	00000010010000000000000000000000010000000000000000000009
7677	10000000000100000000000000000000000010000000000000000013
7678	00000000000010000000000000000000000000000000000010000015
7680	01100100000000000000000000000000000000000000000000000011
7682	01000000000000000000000000000000000000000000000000000011
7695	00100100000000000000000000000000000000000000000000000012
7696	01000001000000000000000000000000000000000000000000000006
7734	10000001000000000001000000000000000000000000000000000008
7742	00000000000010000000000000000000000000000000000000000017
7770	10000000000000000000000000000000000000000000000000000003
7771	00000000000000000000001000000000000000000000000000000014
7774	00000010010000000000000000000000000000000000000000000008
7775	10000010000000000000001000000000000000000000000000000012
7785	00001000000000000000000000001000000000000000000000000006
7787	00000000000000000000000000000000000100000000000000000016
7789	10000000000100000000000000000000001000000000000000000003
7790	00000100000000000000000000000000000000000000000000000004
7795	00000000010000100000000000000000010000000000000000000008
7800	01000000010000000000000000000000000000000000000000000006
7805	01000000010000000000000000000000000000000000000000000005
7806	10000000000100000000000000000000001000010000000000000012
7808	00000100010000000000000000000000000000000000000000000008
7812	00110000100010000010000000000000100000000000000000000016
7827	00010000100000010010000000000000000000000000000000000010
7831	01010000100000010000000000000000000000000000000000000017
7848	01000000000000000100000000000000000000000000000000000007
7851	00010000100000010000000000000000000000000000000000000016
7853	01000000000000000000000000000000000000000000000000000011
7858	00010000100000000010000000000000000000000000001000000014
7861	00100000000000000000000000000000000000000000000000000009
7863	01000000000000000000000000000000000000000000000000000006
7868	10000001010100000000000000000000000000000000000000000011
7869	10000000001000000000000000000000000000000000000000000013
7873	01010000100000010010000000000000000000000000000000000010
7878	00001000010000100000000000100000000000000000000000000016
7881	10000000000100000000000000000000001000010000000000000013
7891	11000000000000001000000000000000000000000000000000000003
7894	10000000000000000000000000000000000000000000000000000013
7900	10000000001000000000000000000000000000000000000000000009
7901	00000000001000000000000000010000000001000000000000000011
7908	10000000000000000000000000000000000000000000000000000009
7911	00001010000000000000000000000100000000000000000000000017
7913	10000000000000000000000000000000000000000000000000000016
7921	11000000000000000000000000000000000000000000000000000005
7922	10000000000000000000000000000000000000000000000000000013
7946	00000000010000000000000000000000000000000000000000000006
7947	11000000000000001000000000000000000000000000000000000003
7953	00010000100000010000000000000000000000000000000000000014
7967	00000001000000000000000001000000000000000000000000000009
7976	00100010000000000000000000000000000000000000000000000014
7977	00000010000000000000001000000000000000000000000000000014
7981	00110000100000000010000000000000000000000000000000000017
7982	00000000000000000000100000000000000000000000000000000015
7983	00000010010000000000000000000000000000000000000000000011
7989	10000010010000000000000000000000000000000000000000000012
7998	00100000000000000000000000000000000000000000000000000015
8002	01000001000000000000000000000000000000000000000000000008
8004	10000000000000000000000000000000000000000000000000000016
8006	00011000000000000000000010000000000000000000000000000017
8012	00000000000010000000000000000000000000000000000000000017
8017	00001000010000000000000000100000000000000000000000000014
8020	00100000000000000000000000000000000000000000000000000014
8029	01000000000000000000000000000000000000000000000000000006
8030	00000000010000000000000000000000000000000000000000000010
8031	10000000000100000000000000000000001000010000000000000015
8042	01000001000000000000000000000000000000000000000000000014
8050	00000010010000000000000000000000000000000000000000000010
8053	00000100000000100000000000000000000000000000000000000017
8061	00010000100000010000000000000000000000000000000000000009
8068	00010000100000000000000010000000000000000000000000000016
8073	00010001000000000000000000000000000000000000000000000006
8077	00100000000000000000000000000000000000000000000000000012
8087	00110001000000000000000000000000000000000000001000000013
8094	00000010010000000000000000000000010000000000000000000009
8095	00100000000000000000000000000000000000000000000000000012
8096	10000000000000000001000000000000000000000000000000000017
8098	00100000010000000000000000000000000000000100000000000011
8101	10000000000000100000000000000000000000000000000000000014
8110	01001000000010000000000000000001000001000000000000000011
8111	10010000100000010000000000000000000000000000000000000016
8112	10010000100000010000000000000000000000000000000000000017
8114	01100000000000000000000000000000000000000000000000000013
8115	00010000000000000000000010000000000000000000000000000014
8117	10000001011000000000000000000000000000000000000000000007
8120	00001000000001100000000000000000000000000000000000000015
8121	00010000100000000010001000000000000000000000000000000017
8124	00000000010000000000000000000000000000000000000000000017
8129	00100000001000000000000000000000010000000000000000000017
8142	00010000100000010010000000000000000000000000000000000013
8166	10000000011000000000010000000000000000000000000000000017
8184	00010000100000010010000000000000000000000000000000000010
8188	00000000000000100000000000000000000000000000000000000016
8196	00100010010000000000000000000000000100000000000000000016
8198	00001000000000000000000000000000010000000000000000000017
8221	00001010000001000000000000010000000000000000000000000016
8229	00000010000000000000000000000000000000000000000000000017
8244	00010000100000000000000000000000000000000000000000000016
8245	01000100000000000000000000000000000000000000000000000005
8246	10000000000000000000000000000000000000000000000000000003
8247	00000000010000000000100000000000000000000000000000000011
8248	00000010000000000000000000000000000100000000000000000015
8270	01000000000000000000000000000000000000000000000000000004
8273	01000010000000000000100000000000000000000000000000000007
8279	10000000000000000000000000000000000000000000000000000012
8286	00010000000010000000001000000000000000000000000000000016
8290	00000000001000000000001000000000000000000000000000000013
8295	10000001000000001000000000000000000000000000000000000003
8296	01000000000000000000000000000000000000000000000000000009
8297	00000010000000000000000000000000000000000000000000000009
8298	00001000000000000000010000000100000000000000000000000014
8300	00100100000000000000000000000000000000000000000000000013
8312	10000000000000000001000000000000000000000000000000000009
8314	00010000100000000000000000000000000000000000000000000017
8320	11000000000000000000000000000000000000000000000000000004
8322	11000000000100000000000000000000000000000000000000000016
8337	10000000000000000000000000000000000000000000000000000014
8345	01000100000000000000000000000000000000000000000000000005
8346	10000000000000000000000000000000000000000000000000000010
8362	00000000010000000000000000000000010000000000000000000007
8364	10000000000000000001000000000000000000000000000000000015
8371	01000100000000000000000000000000000000000000000000000004
8381	00100000000000000000000000000000000000000000000000000017
8387	00000100000000000000000000000000000000000000000000000004
8388	00100000000000000000000000000000000000000000000000000016
8393	11000000000000000000000000000000000000000000000000000003
8394	10100000000000000000000000000000000000000000000000000007
8416	10000000000100000000000000000000000000000000000000000005
8417	01000100000000000000000000000000000000000000000000000005
8419	10000000000000000000000000000000000000000000000000000007
8421	10000000000100000000000000000000000000000000000000000011
8436	01000100000000000000000000000000000000000000000000000004
8441	00001000000001000000000000000000000000000000000000000017
8446	10000000000000000000000000000000000000000000000000000014
8479	00000010000000000000000000000000000000000000000000000016
8529	00001000000000000000000000001100000000000000000000000007
8535	00011000100000110000000000100000000000000000000000000016
8537	01000100000000000000000000000000000000000000000000000004
8538	00001100000000000000000000001000000000000000000000000005
8539	00000000010000000000000000000000000000000000000000000010
8541	00001010000000000000000000000010000000000000000000000013
8545	01000000000000000000000000000000000000000000000000000003
8546	10000000000000001000000000000000000000000000000000000005
8547	00001010000000000000000000000010000000000000000000000011
8548	00000000000000000000010000000000010000000000000000000012
8553	00100000000000000000000000000000000000000000000000000013
8555	01100000000000000000000100000000000000000000000000000017
8558	10000000000000001000000000000000000000000000000000000003
8559	10000100000100000000000000000000000000000000000000000005
8560	10000000010000000000000000000000000000000000000000000006
8561	00010000000000000000000010000000000000000000000000000013
8562	10000000000000000000000000000000000001000000000000000014
8563	10000000000000000000000000000000000000000000000000000010
8564	10110000100010000001000000000000100000000000000000000012
8574	00000000001000000000000000000000000000000000000000000003
8582	01100000000000000000000000000000000000000000000000000006
8586	01100000000000000000010000000000000000000000000000000006
8595	00000100000000000000000000000000000000000000000000000005
8598	00010000100000010000000000000000000000000000000000000010
8599	00000000000000000000010000000000000000000000000000000014
8608	10000000000100000000000000000000000000000001000000000006
8610	01000100000000000000000000000000000000000000000000000004
8611	11000000000000000000000000000000000000000000000000000005
8624	10000000000000000000000000000000000000000000000000000005
8632	00011000000010000000000000100000000000000010000000000017
8633	00000100010000000000000000000000000000000000000000000006
8634	11000000000000001000000000000000000000000000000000000007
8635	01000100000000000000000000000000000000000000000000000004
8637	00000010010000100000000000000000000000000000000000000010
8638	01000000000000000000000000000000000000000000000000000004
8639	00010000000000000000000000000000000000000000000100000013
8640	10000000000000000000001000000000000000000000000000000013
8641	00001000000000000000000000001000000000000000100000000006
8642	10000000000100000000000000000000000000000000000000000009
8643	00100000000000000000000000000000000000000000000000000010
8658	10000000000100000000000000000000000000000000000000000003
8659	01000000000000000000000000000000000000000000000000000004
8660	10000000000000000000000000000000000000000000000000000004
8661	10000000000000001000000000000000000000000000000000000003
8662	00000010000000000000000000000000000000000000000000000007
8663	11000000000000000000000000000000000000000000000000000004
8664	01000000001000000000000000000000000000000000000000000004
8665	00100000000000000000000000000000000000000000000000000010
8666	00000010010000000000000000000000000000000000000000000006
8667	00001000010000000000000000000100000000000000000000000007
8668	10000000000000000000000000000000000000000000000000000004
8669	01000000000000000000000000000000000000000000000000000005
8670	01000000000000000000000000000000000000000000000000000005
8671	11000010000000000000000000000000000000000000000000000006
8672	00100000000000000000000000000000000000000000000000000008
8673	00000010010000000000010000000000000000000000000000000008
8674	10000000000000000000000000000000000000000000000000000002
8675	00000000000000000000010000000000000000000000000000000007
8676	01000000000000000000000000000000000000000000000000000004
8677	00100000000000000000000000000000000000000000000000000009
8678	10000000000000001000000000000000000000000000000000000003
8679	00001000010000100000010000001000000000000000000000000011
8680	10000000000010000000000100000000000000000000000000000006
8681	00010000100000000010000000000000000000000000000000000010
8682	10000000000100000000000000000000000000000001000000000006
8684	00100000000000000000000000000000000000000100000000000011
8685	00100000010000000000000000000000000000000000000000000010
8690	11000000010000100000010000000000000000000000000000000014
8710	10000000000000001000000000000000000000000000000000000002
8711	01000000000000000000000000000000000000000000000000000004
8712	01000000000000000000000000000000000000000000000000000005
8713	11000000000000001000000000000000000000000000000000000003
8714	01000000000000000000000000000000000000000000000000000003
8715	01000000000000000000000000000000000000000000000000000004
8716	10000000001000000000000000000000000000000000000000000003
8717	01000000000000000000000000000000000000000000000000000004
8718	11000000000000000000000000000000000000000000000000000002
8719	11000000000000000100000000000000000000000000000000000003
8720	01000000000000000000000000000000000000000000000000000005
8721	01000000000000000000000000000000000000000000000000000004
8722	10000000000000001000000000000000000000000000000000000005
8723	10000000001000001000000000000000000000000000000000000002
8724	01000000000000000000000000000000000000000000000000000004
8725	01000000000000000000000000000000000000000000000000000003
8726	00000000000000000000000000000000010000000000000000000006
8727	11000000000000000000000000000000000000000000000000000004
8728	01000000000000000000000000000000000000000000000000000004
8729	10000000000100000000000000000000000000000001000000000010
8731	00000010000000000000000000000000000000000000000000000004
8737	00001000000000000000000000000000000000000000000001000007
8741	11000000000000000000000000000000000000000000000000000004
8744	01000000000000000000000000000000000000000000000000000004
8757	00010000000000000000000010000000000000000000000000000013
8760	10000000000000001000000000000000000000000000000000000003
8772	01000100000000000000000000000000000000000000000000000004
8774	00001000000000000000000000000001000000000000000000000009
8782	01001010000000000100000000000000000000000000000000010010
8785	00000000001000000000000000000000000000000000000000000016
8796	00010000100000010000000000000000000000000000000000000011
8804	01000100000000000000000000000000000000000000000000000004
8805	11000000000000000000000000000000000000000000000000000005
8806	10000000000000001000000000000000000000000000000000000003
8807	00000000010000000000000000000000000000000000000000000009
8808	10000000000000000000000000000000000000000000000000000007
8810	00000000001000000000000000000000000000000000000000000011
8815	10000000000000001000000000000000000000000000000000000003
8816	10000000000000000001000000000000000000000000000000000005
8817	10000000000000000000000000000000000100000000000000000007
8818	10000000000000000000000000000000000000000000000000000004
8819	10000001000100000000000000000000000000000000000000000005
8820	11000000000000000000000000000000000000000000000000000006
8827	10000001000000001000000000000000000000000000000000000005
8846	10000000000100000000000000000000000000000000000000000005
8847	00000000000000000000000000000000010000000000000000000008
8851	00010000100000100010000000000000000000000000000000000015
8857	00100000000000000000000000000000000000000000000000000008
8870	10000000000000001000000000000000000000000000000000000009
8882	00000010010000100000000000000000000000000000000000000017
8891	11000000001000000000000000000000000000000000000000000007
8892	00000101000000000000000000000000000000000000000000000006
8893	01000000001000000000000000000000000000000000000000000011
8894	00000000000000000000000001000000000000000000000000000013
8895	10100000000000000001000000000000000000000000000000000015
8896	01000000000000000000000000000000000000000000000000000007
8900	01100000000000000000000000000000000000000000000000000015
8901	11000001000000000000000000000000000000000000000000000010
8907	10000000000000000001000000000000000000000000000000000017
8909	00001000010000000000000000000010000000000000000000000017
8911	01000000000000000100000000000000000000000000000000000009
8912	01000000000000000000000000000000000000000000000000000004
8913	00100001000000000000000000000000000000000000000000000013
8914	11000100000000000001000000000000000000000000000000000012
8916	10000000000010000001000000000000000000000000000000000017
8922	01000000000000000100000000000000000000000000000000000007
8930	00100010010000000000000000000000000000000000000000000017
8932	11000000000000001000000000000000000000000000000000000003
8933	00001000000000000000000000001000000000000000000000000008
8941	01000100000000000000000000000000000000000000000000000004
8943	01001000001000000000000000100000000000000000000000000010
8944	10000000000010000001000000000000000000000000000000000017
8949	11000100000000001000000000000000000000000000000000000004
8958	01000100000000000000000000000000000000000000000000000004
8965	00000101000000000000000000000000000000000000000000000004
8972	01000000000000000100000000000000000000000000000000000012
8974	11000000000000001000000000000000000000000000000000000005
8976	01000001000000000100000000000000000000000000000000000007
8977	11000000000000000000000000000000000000000000000000000007
8979	01000000010000000000000000000000000000000000000000000006
8980	00000010010000000000000000000000000000000000000000000013
8981	01000000000000000000000000000000000000000000000000000011
8982	01000000000000000100000000000000000000000000000000000013
8983	00000000010000100000000000000000000000000000000000000012
8984	00100000010000000000000000000000000000000000100000000016
8989	10000000010000000000000000000000000000000000000000000009
8997	01000000000000000000000000000000000000000000000000000014
9001	00011000101000010010000000100000000000000000000000000012
9006	10000000000000100000010000000000000000000000000000000016
9007	00000000010000100000000000000000000000000000000000000013
9009	10000010000000000000000000000000000000000000000000000010
9010	10000000000000000000000000000000000000000000000000000013
9011	01000000000000000000000000000000000000000000000000000010
9012	00001100000000000000000000000001000000000000000000000007
9015	00001001001000000000000000000000000000000000000000000015
9017	01000000000000000000000000000000000000000000000000000006
9019	00010000100000010000000000000000000000000000000000000012
9020	10000000000100000000000000000000001000010000000000000010
9024	00000000010000100000000000000000010000000000000000000011
9025	00011000000000000000000010100000000000000000000000000013
9028	01000100000000000000000000000000000000000000000000000012
9029	00100000000000000000000000000000000000000000000000000014
9037	01000000000000000100000000000000000000000000000000000006
9038	01000100000000000000000000000000000000000000000000000005
9046	01000100000000000000000000000000000000000000000000000005
9047	01000000000000000100000000000000000000000000000000000005
9048	00000011000000000000000000000000000000000000000000000008
9053	00100001000000000000000100000000000000000000000000000015
9056	01000100000000000000000000000000000000000000000000000004
9057	01001100010000000000000000001000000000000000000000000010
9061	00000000010000000000000000000000000000000000000000000013
9063	11000000001000000000000000000000000000000000000000000003
9066	10000000000000000000000000000000000000000000000000000016
9070	11000000000000001000000000000000000000000000000000000004
9076	01000000010000000000000000000000000000000000000000000004
9077	00001001000001000000010000000000000000000000000000000013
9078	10000000010000000000001000000000000000000000000000000014
9079	00000001000000000000000100000000000000000000000000000008
9080	11000000000000000000000000000000000000000000000000000010
9081	11000100000000000001000000000000000000000000000000000010
9082	00000010000000000000000000000000000000000000000000000011
9084	00100000000000000000000000000000000000000100000000000011
9085	11000000000000001000000000000000000000000000000000000003
9086	01000100000000000000000000000000000000000000000000000004
9093	01000100000000000000000000000000000000000000000000000005
9094	10000001000000000000000000000000000000000000000000000003
9095	00100000000000000000000000000000000000000000000000000008
9097	00000000000000000000000000010000000000000000000000000011
9098	00001000000000000000000000100000000000000000000000000012
9115	10100000000100000000000000000000000000000100000000000010
9118	00100000000000000000000000000000000000000000000000000012
9123	00010000000000000000000000000000000000000000000100000015
9134	01010000000000000000000000000000000000000010000000000014
9135	01000100000000000100000000000000000000000000000000000011
9137	11000100000100001000000000000000000000000000000000000007
9138	01000100000000000000000000000000000000000000000000000006
9139	10000000000000000000000000000000000000000000000000000014
9140	00010000000000000000000010000000000000000000000000000011
9141	00000000000000000000100000000000000000000000000000000014
9143	10000000000000000000000000000000000000000000000000000010
9151	10000001000000000000000000000000000000000000000000000004
9157	00100000000000000000000000000000000000000000000000000016
9159	11000000000000001000000000000000000000000000000000000005
9160	01000100000000000000000000000000000000000000000000000004
9161	11000001000000001000000000000000000000000000000000000003
9162	00001001000000000000000001001000000000000000000000000010
9167	01000100000000000000000000000000000001000000000000000016
9168	00010000100000010000000000000000000000000000000000000013
9170	00001100000000000000000000000001000000000000000000000008
9172	11000000000000001000000000000000000000000000000000000005
9176	10000000000100000000000000000000001000000000000000000012
9177	00110100100000000000000000000000000000000000000000000012
9178	00010000110000000000000001000000000000000000000000000012
9182	10000001000100000000000000000000000000000000000000000003
9183	00100000000000000000000000000000000000000000000000000012
9184	00100000000000000000000000000000000001000000000000000009
9186	01000000000000000100000000000000000000000000000000000012
9188	11000101000100000000000000000000000000000001000000000008
9189	00100000000000000000000000000000000100000000000000000015
9196	00000001010000000000000000000000000000000000000000000006
9198	01000100010000000000000000010000000001000000000000000010
9202	00011101100010000010000001000000000000000000000000000016
9203	00100110010000000000000000000000000000000000000000000013
9204	11010000100000010000000000000000000000000000000000000011
9205	00010000100000010000000000000000000000000000000100000010
9207	01000001000000000000000001000000000000000000000000000011
9213	10000000000100000000000000000000001000010000000000000015
9214	01000100000000000000000000000000000000000000000000000005
9215	00000100000000000000000000000000000000000000000000000006
9226	01000100000000000000000000000000000000000000000000000004
9227	01000100000000000100000000000000000000000000000000000005
9228	11000100000000001000000000000000000000000000000000000004
9229	01000100000000000000000000000000000000000000000000000005
9230	10100000000000000001000000000000000000000000000000000007
9231	01000000000000000000000000000000000000000000000000000010
9232	01000100000000000000000000000000000000000000000000000008
9233	01000001000000000000000001000000000000000000000000000014
9237	00000010010000000000000000000000000000000000000000000006
9239	10000001000100000000000000000000000000000000000000000006
9240	00000000001000000000000000000000000000000000000000000017
9241	01000100000000000000000000000000000000000000000000000010
9242	01000100000000000000000000000000000000000000000000000006
9243	00000100000000000000000000000000000000000000000000000004
9251	00100000000000000000000000000000000000000000000000000011
9252	00100000000000000000000000000000000000000000000000000012
9253	00000100000000000000000000000000000000000000000000000008
9254	10000000000000000000000000000000000000000000000000000014
9255	01010000000000000000000000000000000000000000000000000006
9263	00000010010000000000000000000000000000000000000000000010
9265	01000000000000000000000000000000010000000000000000000008
9269	00100000000000000000000000000000000000000000000000000011
9272	10000000000100000000000000000000000000000000000000000008
9273	10000001000100000000000000000000000000000000000000000008
9278	00100000000000000000000000000000000000000000000000000012
9279	00100000000010000000000000000000100000000000000000000013
9286	01000000000000000000000000000000000000000000000000000003
9287	01000100000000000000000000000000000000000000000000000005
9288	11000001000000000100000000000000000000000000000000000003
9289	01000100000000000000000000000000000000000000000000000005
9290	01000001000000000000000000000000000000000000000000000007
9291	01000000000000000000000000000000000000000000000000000007
9294	10000001000000000001000000000000000000000000000000000009
9295	11000000000000001000000000000000000000000000000000000003
9296	01000100000000000000000000000000000000000000000000000004
9297	10000000000000001000000000000000000000000000000000000003
9298	10000000001000000000000000000000000000000000000000000003
9299	11000000000000000000000000000000000000000000000000000003
9300	10000000001000000000000000000000000000000000000000000006
9301	01000000000000000000000000000000000000000000000000000005
9302	01000000000000000100000000000000000000000000000000000010
9303	00010000000000000000000010000000000000000000000000000013
9304	00010000101000010010000000000000000000000000000000000012
9306	01000000000000000000000000000000000000000000000000000004
9307	10000000000000001000000000000000000000000000000000000008
9309	01000100000000000000000000000000000000000000000000000006
9310	11000000000000001000000000000000000000000000000000000003
9311	00010000100000010000000000000000000000000000000000000008
9312	01001000000000000000000000000001000000000000000000000009
9313	11000000000000000000000000000000000000000000000000000004
9316	01000000000000000000000000000000000000000000000000000003
9317	11000000000000000000000000000000000000000000000000000003
9318	00001000000001000000010000000000000000000000100000000017
9319	01000000010000000000000000000000000000000000000000000009
9320	10000001000000001001000000000000000000000000000000000013
9322	00001100000000000000000000001000000000000000000000000007
9323	00010000000000000000000010000000000000000000000000000017
9324	01000100000000000000000000000000000000000000000000000006
9325	10000000000000001000000000000000000000000000000000000003
9326	10000000000100000000000000000000000000000000000000000009
9327	00100000000000000000000000000000000000000000000000000016
9328	01010000100000010000000100000000000000000000000000000015
9329	00000011000000000000000000000000000000000000000000000007
9332	00001000000010000000000000000100000000000000000000000014
9333	11000000000000001100000000000000000000000000000000000009
9334	10000000000000000000000000000000000000000000000000000017
9335	00000001000000000000000000000000000000000000000000000009
9337	01010011100000010110000000000000000000000000000000000012
9339	01000000000000000000000000000000000000000000000000000005
9342	00000100000000000000000000000000000000000000000000000007
9343	10000000000100000001000000000000000000000000000000000015
9344	00010000000000000000000000000000000000000010000000000014
9347	00010000100000000000000010000000000000000000000000001013
9349	10000000000000001000000000000000000000000000000000000005
9351	00000101000000000000000000000000000000000000000000000010
9356	10100000000000000001000000000000000000000000000000000013
9357	00001100000000000000000000001100000000000000000000000007
9358	01000000000000000100000000000000000000000000000000000005
9359	10000000000100000000000000000000000000000000000000000014
9363	10000000000100000000000000000000000000000000000000000012
9364	10000100000000001000000000000000000000000000000000000010
9365	00010000100000010010000000000000000000000000000000000010
9366	11000000000000001000000000000000000000000000000000000003
9367	01001000000000000100000000001000000000000000000000000009
9368	00100000000000000000000100000000000000000000000000000016
9369	01000000000000000000000000000000000000000000000000000013
9370	00010000000000000000000010000000000000000000000000000014
9371	11000000000100000000000000000000000010000000000000000016
9372	00010000000010000000000000000000000000000000000000000008
9375	10001000000000000001000000001000000000000000000000000008
9376	00010000100000010000000010000000000000000000000000001016
9377	01000101000000000100000000000000000000000000000000000004
9379	01000001000000000000000000000000000000000000000000000011
9387	01000000000000000100000000000000000000000000000000000004
9388	01000100000000000000000000000000000000000000000000000004
9389	01000000000000000100000000000000000000000000000000000012
9398	00000101000000000000000000000000000000000000000000000004
9399	11000000000000000000000000000000000000000000000000000007
9400	01000001000000000000000000000000000000000000000000000008
9411	01000000000000000000000000000000000000000000000000000014
9414	00000010010000000000000000000000000000000000000000000007
9417	10000001000100000000000000000000000000000001000000000007
9421	10000000000100000000000000000000001000010000000000000010
9426	00001000000001000000000000000000000000000000000000000016
9433	01000000000000000100000000000000000000000000000000000004
9436	01000000000000000100000000000000000000000000000000000008
9437	10000000000000001000000000000000000000000000000000000003
9440	00000010010000000000000000000000000000000000000000000008
9441	01010000100000010100000000000000000000000000000000000014
9442	00000100010000000000000000000000000000000000000000000006
9446	00010000000000000000000010000000000000000000000000000016
9449	10000000001000000000000000000000000000000000000000000003
9455	01000000000000000000000000000000000000000000000000000005
9457	00100000000000000000000000000000000000000000000000000014
9460	00000000010000100000000000000000000000100000000000000015
9461	10100000000000000000000000000000000000000000000000000008
9463	00001000000001000000000000000000000000000000000000000016
9464	10000010000000000000000000000000000000000000000000000015
9465	00100000000000000000000000000000000000000000000000000010
9466	00010000100000000010000000000000000000000000000000000013
9468	01000000000000000000000000000000000000000000000000000006
9469	10000000000000001000000000000000000000000000000000000003
9470	00010000000000000000000000000000000000000000001000000013
9471	10000000000100000000000000000000000000000000000000000007
9472	10000000000000000001000000000000000000000000000000000013
9474	11000000001000000000000000000000000000000000000000000016
9479	00000010000000000000000000000000000000000000000000000008
9486	00100000000000000000000100000000000000000000000000000016
9488	10000000000000000000000000000000000000000000000000000004
9489	00000000000010000000000000000000000000000000000000000012
9490	10000000000100000000000000000000000000000000000000000010
9491	01001000010000000000000000001000000000000000000000000008
9492	01000100000000000000000000000000000000000000000000000005
9493	10000000000000001000000000000000000000000000000000000003
9494	01000100000000000000000000000000000000000000000000000005
9498	01000000000000000000000000000000000000000000000000000002
9501	11000000000000001000000000000000000000000000000000000003
9502	00010000000000100000000000000000000000000000000100000015
9505	00010000100000010000000010000000000000000000000000000012
9506	10000000000100000000000000000000000000000000000000000005
9507	00100000000000000000000000000000000000000000000000000008
9512	01000100000000000000000000000000000000000000000000000006
9517	01000000000000000100000000000000000000000000000000000003
9518	11000001000000000000000000000000000000000000000000000008
9519	11000100000000000100000000000000000000000000000000000010
9520	00100000000000000000000000000000000000000000000000000017
9523	01001100000000000000000000000001000000000000000000000007
9527	10000000000000000000010000000000000000000000000000000014
9528	00110000000000000000000000000000000000000000000000000016
9530	00000010010000000000000000000000000000000000000000000010
9533	00000010000000000000000000000000000000000000000000000015
9536	00000100000000000000000000000000000000000000000000000007
9540	00010000100000000010000001000000000000000000000000000010
9543	00000000000000000000001000000000000000000000000000000015
9545	00110000100000000010000000000000000000000000000000000017
