,pId,category
6323,15969,41B
6324,15970,46S
6325,15971,24G
6326,15973,55S
6327,15975,15S
6328,15976,4G
6329,15979,65S
6330,15980,11G
6331,15981,4P
6332,15988,19S
6333,15989,19S
6334,15990,19S
6335,15991,19S
6336,15992,19S
6337,15993,19S
6338,15995,31B
6339,15996,39S
6340,15997,11G
6341,15998,55G
6342,15999,23G
6343,16006,55S
6344,16017,2B
6345,16018,51B
6346,16019,55B
6347,16020,2B
6348,16021,24S
6349,16022,15S
6350,16023,1G
6351,16026,12P
6352,16030,31P
6353,16032,41B
6354,16033,2S
6355,16034,31S
6356,16035,47G
6357,16047,56P
6358,16053,44G
6359,16054,29G
6360,16059,19S
6361,16061,15S
6362,16062,37P
6363,16063,12G
6364,16064,44G
6365,16065,4S
6366,16066,22S
6367,16067,48S
6368,16069,31S
6369,16070,2B
6370,16072,19G
6371,16073,33G
6372,16085,4G
6373,16086,2S
6374,16100,33G
6375,16102,66G
6376,16103,51B
6377,16104,56S
6378,16107,19G
6379,16109,33G
6380,16112,15S
6381,16113,51S
6382,16114,2S
6383,16115,46G
6384,16116,11G
6385,16117,19G
6386,16118,58G
6387,16120,18G
6388,16122,39P
6389,16130,41B
6390,16131,2S
6391,16132,19G
6392,16134,39G
6393,16135,4G
6394,16137,36G
6395,16139,16S
6396,16144,4G
6397,16155,4S
6398,16156,58P
6399,16157,19P
6400,16158,4G
6401,16159,32S
6402,16161,6G
6403,16162,33S
6404,16163,3P
6405,16165,17S
6406,16166,64S
6407,16167,58G
6408,16168,28G
6409,16169,19G
6410,16171,3S
6411,16172,3G
6412,16173,24S
6413,16174,24S
6414,16175,2B
6415,16176,23G
6416,16184,53G
6417,16186,31G
6418,16189,3B
6419,16190,4G
6420,16192,12S
6421,16193,15G
6422,16194,19S
6423,16195,19S
6424,16196,51G
6425,16197,1G
6426,16198,47S
6427,16199,41B
6428,16200,15S
6429,16201,23G
6430,16202,28G
6431,16204,41B
6432,16205,51B
6433,16206,33S
6434,16207,15G
6435,16208,15S
6436,16209,33G
6437,16210,62G
6438,16211,58G
6439,16212,15S
6440,16218,2S
6441,16219,6G
6442,16220,33P
6443,16227,58G
6444,16228,18G
6445,16229,3P
6446,16233,4G
6447,16234,36G
6448,16235,2G
6449,16236,36G
6450,16237,55S
6451,16238,15P
6452,16239,4B
6453,16240,28G
6454,16241,20G
6455,16244,55B
6456,16245,26S
6457,16255,41B
6458,16260,56S
6459,16261,65S
6460,16265,4B
6461,16267,4G
6462,16270,31G
6463,16276,56P
6464,16282,4G
6465,16283,31B
6466,16287,19P
6467,16288,19G
6468,16293,2S
6469,16294,24G
6470,16295,5G
6471,16296,21P
6472,16297,44P
6473,16299,16P
6474,16300,3S
6475,16302,14G
6476,16303,19P
6477,16304,15S
6478,16305,6G
6479,16306,31B
6480,16309,20G
6481,16310,63G
6482,16313,4P
6483,16316,51B
6484,16317,2B
6485,16319,19P
6486,16322,32S
6487,16323,15G
6488,16324,56P
6489,16327,52G
6490,16328,1P
6491,16330,40G
6492,16334,48P
6493,16337,51B
6494,16341,6S
6495,16346,1G
6496,16347,21P
6497,16358,14P
6498,16360,51B
6499,16361,20P
6500,16362,18G
6501,16366,10P
6502,16368,5G
6503,16373,56B
6504,16374,47S
6505,16375,56G
6506,16376,56G
6507,16377,56G
6508,16378,56G
6509,16379,56P
6510,16380,56P
6511,16385,43G
6512,16386,4G
6513,16388,9P
6514,16390,24S
6515,16391,55B
6516,16392,7S
6517,16393,14G
6518,16395,48S
6519,16396,2B
6520,16397,1G
6521,16398,14G
6522,16399,19P
6523,16400,22G
6524,16401,20S
6525,16402,61G
6526,16403,48P
6527,16405,14G
6528,16406,32B
6529,16408,3B
6530,16410,12B
6531,16411,68G
6532,16412,11B
6533,16417,19P
6534,16419,48P
6535,16422,16G
6536,16423,2B
6537,16424,22S
6538,16425,16G
6539,16426,2B
6540,16427,41B
6541,16428,4B
6542,16431,55B
6543,16432,9G
6544,16433,2B
6545,16434,20G
6546,16435,15S
6547,16437,49G
6548,16438,53G
6549,16439,11S
6550,16440,63P
6551,16441,1G
6552,16444,21P
6553,16445,2B
6554,16446,3B
6555,16447,21P
6556,16450,2S
6557,16455,54G
6558,16456,19S
6559,16457,47S
6560,16458,10G
6561,16460,54S
6562,16461,2S
6563,16462,55B
6564,16463,41S
6565,16464,31S
6566,16465,6G
6567,16466,57B
6568,16467,23G
6569,16468,60P
6570,16469,1G
6571,16470,45S
6572,16471,15S
6573,16472,12G
6574,16473,19G
6575,16474,19P
6576,16475,58G
6577,16478,4B
6578,16479,4B
6579,16483,4B
6580,16485,12B
6581,16486,4B
6582,16488,4S
6583,16491,11P
6584,16492,51G
6585,16493,11S
6586,16494,11G
6587,16495,7B
6588,16496,15P
6589,16497,2B
6590,16498,46S
6591,16499,61S
6592,16500,19S
6593,16501,11S
6594,16502,42S
6595,16503,41B
6596,16504,41B
6597,16505,53S
6598,16506,2S
6599,16507,16S
6600,16508,11S
6601,16509,36G
6602,16510,20S
6603,16512,19P
6604,16514,2S
6605,16515,55B
6606,16516,62G
6607,16520,6S
6608,16521,65S
6609,16522,46G
6610,16523,19G
6611,16524,51S
6612,16528,58G
6613,16533,33B
6614,16534,19G
6615,16539,13S
6616,16546,2B
6617,16551,47S
6618,16561,38B
6619,16562,28G
6620,16563,22G
6621,16564,20S
6622,16565,48G
6623,16566,0P
6624,16567,2S
6625,16568,19S
6626,16569,36G
6627,16570,3P
6628,16571,12G
6629,16572,19P
6630,16573,56G
6631,16576,6G
6632,16581,32B
6633,16584,33G
6634,16585,51B
6635,16588,61S
6636,16591,43P
6637,16592,53S
6638,16594,15S
6639,16598,12S
6640,16600,4B
6641,16602,14P
6642,16608,33G
6643,16609,15S
6644,16611,2S
6645,16624,11G
6646,16625,31B
6647,16626,19G
6648,16627,2S
6649,16630,33S
6650,16632,9P
6651,16633,11G
6652,16634,51B
6653,16637,11G
6654,16638,11G
6655,16639,19G
6656,16648,4B
6657,16649,56S
6658,16652,61S
6659,16654,18S
6660,16664,56G
6661,16666,55S
6662,16671,15S
6663,16673,4B
6664,16674,2B
6665,16675,2B
6666,16676,41B
6667,16677,3S
6668,16678,15G
6669,16679,48P
6670,16680,4P
6671,16681,58G
6672,16684,19P
6673,16688,48G
6674,16689,11S
6675,16690,43P
6676,16691,16G
6677,16692,2S
6678,16693,41B
6679,16696,24G
6680,16702,11S
6681,16703,19P
6682,16712,54S
6683,16713,16S
6684,16715,31B
6685,16716,11P
6686,16719,53G
6687,16720,11S
6688,16721,14S
6689,16722,2G
6690,16723,4S
6691,16724,35G
6692,16725,52P
6693,16727,2B
6694,16728,55B
6695,16732,60P
6696,16735,2B
6697,16738,2S
6698,16739,54G
6699,16740,19P
6700,16741,54P
6701,16742,19P
6702,16755,3B
6703,16756,33B
6704,16758,46P
6705,16763,58P
6706,16764,26P
6707,16765,19G
6708,16766,20G
6709,16767,5G
6710,16768,36G
6711,16769,41B
6712,16770,2B
6713,16771,67S
6714,16785,41B
6715,16786,2B
6716,16787,51B
6717,16788,54G
6718,16789,19G
6719,16795,49S
6720,16797,17G
6721,16805,16S
6722,16811,40G
6723,16815,3S
6724,16816,41G
6725,16817,56G
6726,16826,2S
6727,16827,40S
6728,16828,19P
6729,16834,39G
6730,16835,42P
6731,16837,6G
6732,16839,33P
6733,16854,19G
6734,16855,4P
6735,16861,55B
6736,16862,51S
6737,16863,2S
6738,16864,7B
6739,16866,1P
6740,16867,2S
6741,16868,10G
6742,16870,2G
6743,16872,20P
6744,16875,14P
6745,16876,12G
6746,16882,12P
6747,16884,12G
6748,16888,12G
6749,16890,15G
6750,16891,4G
6751,16894,50G
6752,16895,12P
6753,16896,12P
6754,16898,12P
6755,16900,3P
6756,16906,49P
6757,16916,3G
6758,16917,41B
6759,16918,36S
6760,16919,6G
6761,16920,64G
6762,16921,4P
6763,16922,38S
6764,16923,51S
6765,16924,2S
6766,16925,51S
6767,16926,2S
6768,16927,2G
6769,16928,1G
6770,16929,9G
6771,16931,2S
6772,16932,24G
6773,16933,1G
6774,16934,37P
6775,16935,2S
6776,16936,62G
6777,16937,11S
6778,16938,38G
6779,16939,2G
6780,16940,1G
6781,16942,19G
6782,16943,38S
6783,16944,51B
6784,16945,11S
6785,16946,24G
6786,16947,24G
6787,16948,1S
6788,16951,11S
6789,16952,1P
6790,16953,1S
6791,16954,1G
6792,16955,11S
6793,16956,56S
6794,16957,44G
6795,16958,14G
6796,16959,1G
6797,16960,2S
6798,16961,2B
6799,16964,35G
6800,16965,1G
6801,16967,2S
6802,16968,52B
6803,16969,52S
6804,16970,65S
6805,16971,4G
6806,16972,56B
6807,16973,1G
6808,16974,53S
6809,16975,21P
6810,16980,55S
6811,16981,15G
6812,16985,36G
6813,16986,47G
6814,16987,47S
6815,16988,24G
6816,16989,36P
6817,16991,43G
6818,17009,41B
6819,17010,2B
6820,17011,51B
6821,17013,51B
6822,17014,22S
6823,17021,48G
6824,17022,21P
6825,17023,60G
6826,17024,37S
6827,17025,24G
6828,17026,13G
6829,17027,2B
6830,17028,6S
6831,17029,61S
6832,17036,6G
6833,17037,16G
6834,17038,28G
6835,17039,55S
6836,17040,10S
6837,17041,2S
6838,17047,51S
6839,17048,40S
6840,17049,3G
6841,17050,20P
6842,17052,51B
6843,17057,2S
6844,17069,19G
6845,17070,44G
6846,17071,1G
6847,17072,2B
6848,17073,49G
6849,17074,55S
6850,17075,48P
6851,17078,20P
6852,17080,12G
6853,17082,33P
6854,17084,4P
6855,17085,11G
6856,17086,1S
6857,17087,65S
6858,17088,11G
6859,17089,14G
6860,17090,35G
6861,17091,2B
6862,17092,40G
6863,17093,11B
6864,17094,51B
6865,17095,2S
6866,17099,5G
6867,17103,22S
6868,17106,11P
6869,17114,36G
6870,17122,2B
6871,17123,4S
6872,17124,46S
6873,17127,11B
6874,17128,55S
6875,17129,1G
6876,17130,19G
6877,17131,21P
6878,17132,0P
6879,17135,2G
6880,17136,47G
6881,17137,48G
6882,17140,54G
6883,17141,1G
6884,17142,1G
6885,17143,2G
6886,17144,2G
6887,17150,26P
6888,17153,13P
6889,17162,13G
6890,17163,21P
6891,17164,63S
6892,17173,55B
6893,17174,4B
6894,17175,19S
6895,17176,51S
6896,17177,12B
6897,17178,18G
6898,17179,20S
6899,17180,19G
6900,17182,14G
6901,17192,19G
6902,17193,30G
6903,17195,33G
6904,17197,28S
6905,17198,1S
6906,17199,9S
6907,17200,37G
6908,17201,51B
6909,17202,19B
6910,17203,16S
6911,17204,36S
6912,17205,52G
6913,17206,4B
6914,17207,41S
6915,17208,19G
6916,17209,10G
6917,17210,55B
6918,17211,4B
6919,17212,19S
6920,17213,48S
6921,17214,7G
6922,17215,2G
6923,17216,19S
6924,17218,19G
6925,17219,17S
6926,17220,24G
6927,17223,36G
6928,17224,33B
6929,17225,57S
6930,17226,2P
6931,17232,2G
6932,17234,1G
6933,17235,12G
6934,17236,4G
6935,17240,43G
6936,17241,10S
6937,17242,44G
6938,17243,19G
6939,17244,1G
6940,17245,20S
6941,17247,4B
6942,17249,51B
6943,17250,0G
6944,17251,19G
6945,17252,31S
6946,17253,4S
6947,17254,15S
6948,17255,26G
6949,17258,19P
6950,17259,2G
6951,17260,9G
6952,17262,33S
6953,17263,2B
6954,17264,17S
6955,17265,9G
6956,17266,20S
6957,17267,1P
6958,17268,48G
6959,17269,41B
6960,17270,58G
6961,17271,19S
6962,17272,23G
6963,17273,2B
6964,17275,52P
6965,17276,2S
6966,17277,5P
6967,17279,19G
6968,17280,5G
6969,17281,11G
6970,17283,41B
6971,17284,41B
6972,17285,7B
6973,17286,11S
6974,17287,51S
6975,17288,51B
6976,17290,51B
6977,17291,19S
6978,17292,54G
6979,17293,2B
6980,17294,55B
6981,17296,2S
6982,17297,48G
6983,17298,13G
6984,17299,13G
6985,17300,2S
6986,17301,52G
6987,17302,6G
6988,17305,15G
6989,17307,11G
6990,17308,33P
6991,17349,2G
6992,17350,51B
6993,17351,19G
6994,17352,28G
6995,17354,39G
6996,17355,39G
6997,17356,4B
6998,17357,31S
6999,17358,52S
7000,17359,33S
7001,17360,52G
7002,17361,14P
7003,17362,4B
7004,17363,2B
7005,17367,48P
7006,17370,66G
7007,17371,33G
7008,17374,4S
7009,17377,51P
7010,17383,20P
7011,17384,56P
7012,17386,12G
7013,17387,12G
7014,17388,2B
7015,17389,2B
7016,17390,16S
7017,17391,1S
7018,17392,30S
7019,17393,20S
7020,17394,42G
7021,17395,30G
7022,17396,58G
7023,17397,19G
7024,17398,0G
7025,17400,21P
7026,17401,23P
7027,17403,12P
7028,17404,19G
7029,17406,11G
7030,17409,21P
7031,17413,18S
7032,17414,35P
7033,17419,7S
7034,17420,33P
7035,17422,60P
7036,17425,22G
7037,17427,39S
7038,17428,19P
7039,17430,2S
7040,17432,56G
7041,17433,65G
7042,17435,17G
7043,17436,4G
7044,17447,12P
7045,17449,30G
7046,17450,41B
7047,17451,30S
7048,17452,15G
7049,17453,67G
7050,17454,4G
7051,17455,60P
7052,17466,39B
7053,17470,2P
7054,17471,24G
7055,17472,24G
7056,17478,53S
7057,17479,17S
7058,17480,11G
7059,17484,11S
7060,17485,19G
7061,17487,2B
7062,17488,54S
7063,17489,9P
7064,17490,28G
7065,17491,43G
7066,17492,47G
7067,17494,19S
7068,17495,19G
7069,17497,30G
7070,17498,19G
7071,17499,55S
7072,17500,11P
7073,17501,9G
7074,17502,51B
7075,17503,5S
7076,17504,55S
7077,17505,33G
7078,17508,2S
7079,17509,15S
7080,17511,10G
7081,17514,10P
7082,17520,4B
7083,17521,33S
7084,17523,2P
7085,17528,19P
7086,17529,0P
7087,17530,55B
7088,17532,49P
7089,17536,4B
7090,17537,14P
7091,17538,2G
7092,17540,52G
7093,17541,20S
7094,17542,33S
7095,17543,18S
7096,17544,1G
7097,17545,48G
7098,17546,56G
7099,17547,39S
7100,17548,51B
7101,17549,11G
7102,17550,16S
7103,17552,40G
7104,17554,2B
7105,17555,21P
7106,17557,16G
7107,17562,10G
7108,17566,67S
7109,17567,19G
7110,17570,26P
7111,17572,15S
7112,17576,7S
7113,17577,41B
7114,17578,2B
7115,17579,69G
7116,17581,67P
7117,17585,13S
7118,17586,65S
7119,17587,2B
7120,17588,2B
7121,17591,48G
7122,17592,19P
7123,17593,58G
7124,17594,4G
7125,17595,6S
7126,17597,4S
7127,17598,51B
7128,17599,40S
7129,17600,19G
7130,17601,15G
7131,17608,18B
7132,17609,51S
7133,17610,11S
7134,17611,16G
7135,17612,5G
7136,17614,11B
7137,17615,33S
7138,17616,24G
7139,17618,2B
7140,17619,0G
7141,17622,2G
7142,17623,19G
7143,17626,11S
7144,17627,21P
7145,17631,1G
7146,17717,16P
7147,17736,26P
7148,17741,19P
7149,17745,11G
7150,17756,30S
7151,17779,2G
7152,17780,2G
7153,17783,12B
7154,17786,19G
7155,17787,26G
7156,17788,36P
7157,17789,33G
7158,17791,31B
7159,17792,4P
7160,17794,21P
7161,17795,31B
7162,17796,33G
7163,17797,46S
7164,17799,15G
7165,17800,12P
7166,17801,15P
7167,17802,4G
7168,17803,48G
7169,17807,52S
7170,17817,41B
7171,17822,2G
7172,17825,2G
7173,17826,2B
7174,17827,55S
7175,17828,33G
7176,17829,53S
7177,17830,7G
7178,17831,60P
7179,17833,58P
7180,17834,42G
7181,17835,58G
7182,17836,1G
7183,17837,2G
7184,17838,51B
7185,17839,10S
7186,17840,48P
7187,17841,19G
7188,17842,37G
7189,17843,4S
7190,17845,19G
7191,17851,54B
7192,17852,15S
7193,17856,19G
7194,17857,2B
7195,17858,54S
7196,17859,39G
7197,17863,2B
7198,17869,41B
7199,17871,32B
7200,17874,4B
7201,17875,57S
7202,17876,36P
7203,17877,52S
7204,17878,10P
7205,17881,11G
7206,17882,63S
7207,17884,2B
7208,17894,56S
7209,17895,55S
7210,17896,3S
7211,17897,51B
7212,17903,2B
7213,17906,15S
7214,17910,65B
7215,17911,19G
7216,17912,2B
7217,17913,4G
7218,17919,51B
7219,17921,1G
7220,17924,11B
7221,17925,61S
7222,17927,52G
7223,17930,51B
7224,17931,33B
7225,17932,60G
7226,17933,30P
7227,17935,12G
7228,17938,55S
7229,17939,33S
7230,17940,58G
7231,17941,21P
7232,17942,59G
7233,17943,4G
7234,17944,55B
7235,17945,4B
7236,17946,4B
7237,17947,33G
7238,17948,19P
7239,17949,51B
7240,17950,4B
7241,17951,20G
7242,17952,18S
7243,17953,19G
7244,17954,33G
7245,17958,56P
7246,17963,56G
7247,17965,12G
7248,17966,15P
7249,17968,19S
7250,17976,20G
7251,17977,19G
7252,17979,19G
7253,17981,20G
7254,17984,49G
7255,17987,51B
7256,17989,5G
7257,17990,0P
7258,17991,47P
7259,17998,3S
7260,17999,35G
7261,18002,20S
7262,18003,2S
7263,18004,30S
7264,18005,39B
7265,18007,52S
7266,18008,15S
7267,18009,51S
7268,18010,10P
7269,18012,13S
7270,18014,55G
7271,18018,51B
7272,18019,55G
7273,18020,31G
7274,18022,2S
7275,18025,11B
7276,18028,33G
7277,18033,52S
7278,18037,44G
7279,18039,4G
7280,18040,19G
7281,18041,2B
7282,18042,33P
7283,18044,15S
7284,18054,15S
7285,18060,56S
7286,18062,37G
7287,18063,7B
7288,18066,4S
7289,18067,41B
7290,18068,4P
7291,18071,49P
7292,18074,20P
7293,18075,4G
7294,18076,48G
7295,18079,17S
7296,18082,33G
7297,18084,4S
7298,18085,0G
7299,18086,4P
7300,18088,56G
7301,18097,14S
7302,18098,33B
7303,18100,13S
7304,18101,39S
7305,18102,39G
7306,18109,51G
7307,18110,55S
7308,18111,11S
7309,18112,1G
7310,18113,20S
7311,18114,46S
7312,18115,17S
7313,18116,0G
7314,18117,39P
7315,18118,19P
7316,18119,67G
7317,18120,62P
7318,18122,48P
7319,18124,4S
7320,18125,2B
7321,18126,49S
7322,18127,4B
7323,18128,1G
7324,18129,51B
7325,18130,41B
7326,18131,2G
7327,18132,48G
7328,18133,14P
7329,18135,21P
7330,18137,6P
7331,18141,31B
7332,18142,51B
7333,18146,4G
7334,18148,11S
7335,18149,5G
7336,18153,1G
7337,18154,41B
7338,18155,51S
7339,18156,2B
7340,18158,2B
7341,18159,62P
7342,18160,55G
7343,18161,2P
7344,18170,1G
7345,18171,3P
7346,18173,37S
7347,18175,12P
7348,18176,4G
7349,18177,33G
7350,18179,33P
7351,18184,4P
7352,18187,4S
7353,18188,1G
7354,18192,15G
7355,18198,51B
7356,18200,5G
7357,18201,12P
7358,18202,14P
7359,18203,58G
7360,18205,11G
7361,18206,51S
7362,18209,51S
7363,18210,30S
7364,18211,42G
7365,18221,2B
7366,18222,53S
7367,18223,58G
7368,18224,1G
7369,18225,55G
7370,18228,2B
7371,18229,2B
7372,18230,15S
7373,18231,10G
7374,18232,1S
7375,18233,67S
7376,18234,15G
7377,18235,1G
7378,18238,51B
7379,18239,6G
7380,18240,37G
7381,18242,6S
7382,18243,1S
7383,18244,19G
7384,18245,51B
7385,18247,4B
7386,18248,15S
7387,18249,19S
7388,18250,10P
7389,18255,65S
7390,18256,3B
7391,18257,25P
7392,18258,57S
7393,18262,58P
7394,18265,4S
7395,18266,6P
7396,18267,0G
7397,18268,11B
7398,18269,3B
7399,18270,47S
7400,18271,2B
7401,18272,20G
7402,18276,0G
7403,18278,21P
7404,18280,51G
7405,18288,19G
7406,18290,47S
7407,18291,52S
7408,18292,43P
7409,18293,58P
7410,18294,26S
7411,18295,26S
7412,18298,12G
7413,18305,19G
7414,18307,21P
7415,18309,55B
7416,18310,15S
7417,18311,2S
7418,18312,11B
7419,18316,44P
7420,18319,33G
7421,18320,4P
7422,18321,28G
7423,18322,51B
7424,18323,31S
7425,18324,30G
7426,18330,4B
7427,18331,33S
7428,18332,51S
7429,18337,33P
7430,18338,47S
7431,18340,14P
7432,18341,69G
7433,18352,1S
7434,18353,19S
7435,18359,33G
7436,18382,2S
7437,18384,50S
7438,18388,51S
7439,18398,41B
7440,18403,32B
7441,18404,1S
7442,18405,36S
7443,18406,51B
7444,18408,2B
7445,18409,51B
7446,18410,54B
7447,18411,41B
7448,18412,3B
7449,18413,2B
7450,18414,2B
7451,18415,51B
7452,18416,2B
7453,18417,2S
7454,18418,15S
7455,18419,19S
7456,18420,1G
7457,18422,2S
7458,18423,2G
7459,18426,23G
7460,18427,19G
7461,18428,47S
7462,18429,47S
7463,18430,47G
7464,18431,16G
7465,18432,12G
7466,18436,21G
7467,18442,11S
7468,18443,19P
7469,18452,10P
7470,18466,39G
7471,18493,14G
7472,18500,36G
7473,18504,14P
7474,18508,11G
7475,18511,11S
7476,18512,31B
7477,18513,1G
7478,18521,4G
7479,18525,67G
7480,18529,44G
7481,18530,15P
7482,18531,3P
7483,18534,37P
7484,18540,12G
7485,18546,52G
7486,18547,4G
7487,18548,56G
7488,18551,14P
7489,18561,12P
7490,18575,20P
7491,18580,12G
7492,18593,31P
7493,18602,40P
7494,18606,2G
7495,18611,5G
7496,18642,37P
7497,18646,15G
7498,18649,56B
7499,18655,4P
7500,18659,11P
7501,18665,33P
7502,18668,6G
7503,18679,61B
7504,18680,37G
7505,18705,4S
7506,18706,45S
7507,18707,16G
7508,18709,48P
7509,18712,15S
7510,18713,12G
7511,18724,13P
7512,18726,51P
7513,18729,15S
7514,18735,6G
7515,18766,54B
7516,18767,55G
7517,18768,15G
7518,18769,14G
7519,18774,67G
7520,18780,44G
7521,18783,17G
7522,18784,4P
7523,18785,49P
7524,18786,11B
7525,18787,33S
7526,18788,14S
7527,18790,19G
7528,18795,4B
7529,18808,2G
7530,18809,36G
7531,18810,11S
7532,18811,19G
7533,18813,51B
7534,18818,1S
7535,18856,2B
7536,18858,19G
7537,18859,15P
7538,18866,16G
7539,18867,23S
7540,18868,11B
7541,18869,15G
7542,18870,15S
7543,18874,21P
7544,18877,20G
7545,18878,53P
7546,18879,40P
7547,18880,33G
7548,18881,15S
7549,18882,11S
7550,18883,2B
7551,18884,51B
7552,18885,20G
7553,18886,52G
7554,18891,2P
7555,18892,48P
7556,18899,4G
7557,18900,33G
7558,18917,55S
7559,18921,0G
7560,18927,51G
7561,18935,2G
7562,18977,39S
7563,18987,32S
7564,18988,33S
7565,19025,51S
7566,19071,33G
7567,19093,67G
7568,19128,12G
7569,19134,30P
7570,19137,4G
7571,19155,56B
7572,19157,39G
7573,19162,15P
7574,19169,56G
7575,19170,31G
7576,19219,33S
7577,19222,15G
7578,19227,31G
7579,19228,52P
7580,19229,57P
7581,19230,11S
7582,19231,1G
7583,19235,2P
7584,19236,2G
7585,19237,2G
7586,19238,36G
7587,19240,9G
7588,19241,15G
7589,19244,20P
7590,19246,5P
7591,19250,4S
7592,19253,12S
7593,19263,4P
7594,19269,20G
7595,19290,37P
7596,19293,15P
7597,19303,39G
7598,19321,56G
7599,19324,20P
7600,19337,5S
7601,19370,56G
7602,19371,15G
7603,19407,56G
7604,19432,4G
7605,19436,12G
7606,19440,30S
7607,19442,4G
7608,19465,15G
7609,19467,43P
7610,19470,62P
7611,19474,10P
7612,19488,28G
7613,19491,31G
7614,19494,46G
7615,19496,22P
7616,19529,56P
7617,19532,31B
7618,19535,52G
7619,19537,58G
7620,19538,1G
7621,19539,30S
7622,19541,2P
7623,19542,49G
7624,19543,12P
7625,19544,52P
7626,19553,19P
7627,19554,20S
7628,19555,31G
7629,19563,4B
7630,19564,33B
7631,19565,56G
7632,19566,26G
7633,19567,4G
7634,19571,56G
7635,19572,4B
7636,19575,55B
7637,19576,48G
7638,19577,39P
7639,19580,5P
7640,19581,49G
7641,19582,19G
7642,19583,61S
7643,19584,40G
7644,19587,23G
7645,19588,15P
7646,19590,33G
7647,19591,57G
7648,19592,4S
7649,19593,0G
7650,19594,33P
7651,19595,22G
7652,19597,33G
7653,19598,5G
7654,19599,20S
7655,19600,20G
7656,19601,4G
7657,19602,4B
7658,19603,4B
7659,19604,41B
7660,19605,3S
7661,19606,1G
7662,19607,15S
7663,19608,3P
7664,19611,62G
7665,19621,19S
7666,19622,19S
7667,19623,20G
7668,19636,2S
7669,19637,20S
7670,19638,57S
7671,19639,33G
7672,19640,57G
7673,19641,49G
7674,19642,60P
7675,19644,33G
7676,19645,19G
7677,19646,21P
7678,19675,47S
7679,19676,56G
7680,19679,13P
7681,19685,2B
7682,19686,56S
7683,19694,54S
7684,19696,19P
7685,19698,4B
7686,19699,22S
7687,19700,26G
7688,19701,58G
7689,19709,15S
7690,19718,4B
7691,19719,33S
7692,19722,4P
7693,19725,2S
7694,19729,4B
7695,19733,32B
7696,19735,4S
7697,19737,4S
7698,19740,32B
7699,19741,27B
7700,19744,13G
7701,19745,33G
7702,19747,6S
7703,19750,51G
7704,19751,31B
7705,19759,41B
7706,19766,2B
7707,19771,4B
7708,19774,41B
7709,19786,41B
7710,19788,2S
7711,19789,40S
7712,19790,50S
7713,19796,2B
7714,19797,9S
7715,19798,15S
7716,19799,55S
7717,19802,3B
7718,19804,4B
7719,19805,30S
7720,19808,20P
7721,19810,52S
7722,19813,51B
7723,19817,57S
7724,19818,51S
7725,19820,56G
7726,19828,20G
7727,19829,16S
7728,19832,18G
7729,19836,52S
7730,19840,55S
7731,19841,50G
7732,19842,2B
7733,19843,2B
7734,19844,51S
7735,19845,20G
7736,19846,56G
7737,19847,48G
7738,19870,39S
7739,19878,2S
7740,19879,33S
7741,19880,51B
7742,19898,4S
7743,19899,39S
7744,19902,4S
7745,19903,19P
7746,19929,0G
7747,19939,30S
7748,19940,42G
7749,19941,33S
7750,19942,47G
7751,19944,2B
7752,19945,55B
7753,19946,41B
7754,19947,11S
7755,19948,51S
7756,19949,47S
7757,19950,33G
7758,19951,16G
7759,19952,1G
7760,19953,39G
7761,19954,45P
7762,19967,56S
7763,19975,3S
7764,19981,4S
7765,19982,51B
7766,20001,2B
7767,20002,11G
7768,20003,65S
7769,20004,12S
7770,20005,36G
7771,20006,2S
7772,20007,58G
7773,20008,47G
7774,20010,9G
7775,20011,54S
7776,20024,4S
7777,20026,14G
7778,20028,42G
7779,20029,47S
7780,20032,46G
7781,20033,13G
7782,20035,33S
7783,20040,0G
7784,20041,30P
7785,20044,15S
7786,20046,58G
7787,20047,19G
7788,20051,13P
7789,20052,21P
7790,20053,2B
7791,20054,48P
7792,20055,2G
7793,20056,2G
7794,20057,2G
7795,20058,36G
7796,20060,56P
7797,20061,2G
7798,20067,56G
7799,20082,51S
7800,20085,15P
7801,20094,11B
7802,20095,2S
7803,20096,2S
7804,20097,56G
7805,20098,56S
7806,20099,56G
7807,20104,3B
7808,20106,20P
7809,20107,56S
7810,20108,56G
7811,20109,56S
7812,20112,51B
7813,20113,2B
7814,20114,3S
7815,20115,33S
7816,20116,4S
7817,20117,15S
7818,20118,56G
7819,20119,1G
7820,20120,19G
7821,20121,39P
7822,20122,43P
7823,20124,51B
7824,20125,2S
7825,20126,15S
7826,20127,6G
7827,20128,58G
7828,20129,51G
7829,20130,36G
7830,20131,5P
7831,20136,5P
7832,20141,56G
7833,20149,12P
7834,20152,48S
7835,20153,4S
7836,20154,7B
7837,20155,2B
7838,20156,0P
7839,20157,45G
7840,20158,1G
7841,20159,16G
7842,20160,58G
7843,20161,44P
7844,20162,19S
7845,20164,11G
7846,20165,2G
7847,20166,29G
7848,20167,11S
7849,20168,58G
7850,20170,38B
7851,20171,34G
7852,20173,19G
7853,20175,4G
7854,20181,20G
7855,20182,58G
7856,20183,58G
7857,20186,62S
7858,20187,2G
7859,20188,34P
7860,20191,20G
7861,20195,2G
7862,20196,19G
7863,20200,2S
7864,20201,10G
7865,20205,2B
7866,20206,4S
7867,20207,54S
7868,20208,47G
7869,20209,64G
7870,20210,54G
7871,20213,2P
7872,20214,52S
7873,20215,4B
7874,20216,51B
7875,20218,54B
7876,20219,1G
